init,condition,domain,alpha_role,step,mean,std_across_envs,n_env,n_runs
1.0,single_le,antmaze,alpha_E,50000,1.4499324493938024,0.23102063936395992,6,16
1.0,single_le,antmaze,alpha_E,75000,1.8047848410076563,0.4224753090405253,6,16
1.0,single_le,antmaze,alpha_E,100000,2.274796062045627,0.6724594119712198,6,16
1.0,single_le,antmaze,alpha_E,125000,2.7232931123839488,0.9056823049933821,6,16
1.0,single_le,antmaze,alpha_E,150000,3.1391736268997192,1.1057742385418796,6,16
1.0,single_le,antmaze,alpha_E,175000,3.557180249028736,1.315517516897252,6,16
1.0,single_le,antmaze,alpha_E,200000,3.9625551203886666,1.5239205852650999,6,16
1.0,single_le,antmaze,alpha_E,225000,4.334310187233819,1.721725381705726,6,16
1.0,single_le,antmaze,alpha_E,250000,4.687378578715854,1.9053955671510427,6,16
1.0,single_le,antmaze,alpha_E,275000,5.0197236273023815,2.0778628279676052,6,16
1.0,single_le,antmaze,alpha_E,300000,5.340430835882823,2.241981565187621,6,16
1.0,single_le,antmaze,alpha_E,325000,5.624667571650611,2.3996862962693277,6,16
1.0,single_le,antmaze,alpha_E,350000,5.883083257410262,2.5335211547178367,6,16
1.0,single_le,antmaze,alpha_E,375000,6.124899393982357,2.6594309997626375,6,16
1.0,single_le,antmaze,alpha_E,400000,6.340971986452739,2.7757899876042256,6,16
1.0,single_le,antmaze,alpha_E,425000,6.537296248806848,2.875390042741218,6,16
1.0,single_le,antmaze,alpha_E,450000,6.713381144735549,2.9686681313633807,6,16
1.0,single_le,antmaze,alpha_E,475000,6.864419963624742,3.052501962784883,6,16
1.0,single_le,antmaze,alpha_E,500000,7.006585631105636,3.128234378670936,6,16
1.0,single_le,antmaze,alpha_E,525000,7.132187280389997,3.193384718366761,6,16
1.0,single_le,antmaze,alpha_E,550000,7.241026156478458,3.2523434522494976,6,16
1.0,single_le,antmaze,alpha_E,575000,7.34089113606347,3.3045824871147946,6,16
1.0,single_le,antmaze,alpha_E,600000,7.431068970097436,3.3522393270221085,6,16
1.0,single_le,antmaze,alpha_E,625000,7.509809527132247,3.395303231006097,6,16
1.0,single_le,antmaze,alpha_E,650000,7.5802790721257525,3.432974246968229,6,16
1.0,single_le,antmaze,alpha_E,675000,7.64361047744751,3.4661564419196336,6,16
1.0,single_le,antmaze,alpha_E,700000,7.701141317685445,3.496628674485722,6,16
1.0,single_le,antmaze,alpha_E,725000,7.7519097328186035,3.5231033032428942,6,16
1.0,single_le,antmaze,alpha_E,750000,7.796848853429158,3.546619839024504,6,16
1.0,single_le,antmaze,alpha_E,775000,7.836675869094001,3.567530356714818,6,16
1.0,single_le,antmaze,alpha_E,800000,7.872889777024587,3.5868814664634434,6,16
1.0,single_le,antmaze,alpha_E,825000,7.905398845672607,3.6043987134995326,6,16
1.0,single_le,antmaze,alpha_E,850000,7.934398353099823,3.618931271525994,6,16
1.0,single_le,antmaze,alpha_E,875000,7.96000447538164,3.63213859628741,6,16
1.0,single_le,antmaze,alpha_E,900000,7.982929878764683,3.6438444145296276,6,16
1.0,single_le,antmaze,alpha_E,925000,8.003664049837324,3.654560877814693,6,16
1.0,single_le,antmaze,alpha_E,950000,8.022019618087343,3.6639103136032993,6,16
1.0,single_le,antmaze,alpha_E,975000,8.037898884879217,3.672623399273826,6,16
1.0,single_le,antmaze,alpha_E,1000000,8.052377872996859,3.6802028600509167,6,16
1.0,main_dual,all,alpha_E,0,,,0,0
1.0,main_dual,all,alpha_E,25000,,,0,0
1.0,main_dual,all,alpha_E,50000,,,0,0
1.0,main_dual,all,alpha_E,75000,,,0,0
1.0,main_dual,all,alpha_E,100000,,,0,0
1.0,main_dual,all,alpha_E,125000,,,0,0
1.0,main_dual,all,alpha_E,150000,,,0,0
1.0,main_dual,all,alpha_E,175000,,,0,0
1.0,main_dual,all,alpha_E,200000,,,0,0
1.0,main_dual,all,alpha_E,225000,,,0,0
1.0,main_dual,all,alpha_E,250000,,,0,0
1.0,main_dual,all,alpha_E,275000,,,0,0
1.0,main_dual,all,alpha_E,300000,,,0,0
1.0,main_dual,all,alpha_E,325000,,,0,0
1.0,main_dual,all,alpha_E,350000,,,0,0
1.0,main_dual,all,alpha_E,375000,,,0,0
1.0,main_dual,all,alpha_E,400000,,,0,0
1.0,main_dual,all,alpha_E,425000,,,0,0
1.0,main_dual,all,alpha_E,450000,,,0,0
1.0,main_dual,all,alpha_E,475000,,,0,0
1.0,main_dual,all,alpha_E,500000,,,0,0
1.0,main_dual,all,alpha_E,525000,,,0,0
1.0,main_dual,all,alpha_E,550000,,,0,0
1.0,main_dual,all,alpha_E,575000,,,0,0
1.0,main_dual,all,alpha_E,600000,,,0,0
1.0,main_dual,all,alpha_E,625000,,,0,0
1.0,main_dual,all,alpha_E,650000,,,0,0
1.0,main_dual,all,alpha_E,675000,,,0,0
1.0,main_dual,all,alpha_E,700000,,,0,0
1.0,main_dual,all,alpha_E,725000,,,0,0
1.0,main_dual,all,alpha_E,750000,,,0,0
1.0,main_dual,all,alpha_E,775000,,,0,0
1.0,main_dual,all,alpha_E,800000,,,0,0
1.0,main_dual,all,alpha_E,825000,,,0,0
1.0,main_dual,all,alpha_E,850000,,,0,0
1.0,main_dual,all,alpha_E,875000,,,0,0
1.0,main_dual,all,alpha_E,900000,,,0,0
1.0,main_dual,all,alpha_E,925000,,,0,0
1.0,main_dual,all,alpha_E,950000,,,0,0
1.0,main_dual,all,alpha_E,975000,,,0,0
1.0,main_dual,all,alpha_E,1000000,,,0,0
1.0,main_dual,all,alpha_B,0,,,0,0
1.0,main_dual,all,alpha_B,25000,,,0,0
1.0,main_dual,all,alpha_B,50000,,,0,0
1.0,main_dual,all,alpha_B,75000,,,0,0
1.0,main_dual,all,alpha_B,100000,,,0,0
1.0,main_dual,all,alpha_B,125000,,,0,0
1.0,main_dual,all,alpha_B,150000,,,0,0
1.0,main_dual,all,alpha_B,175000,,,0,0
1.0,main_dual,all,alpha_B,200000,,,0,0
1.0,main_dual,all,alpha_B,225000,,,0,0
1.0,main_dual,all,alpha_B,250000,,,0,0
1.0,main_dual,all,alpha_B,275000,,,0,0
1.0,main_dual,all,alpha_B,300000,,,0,0
1.0,main_dual,all,alpha_B,325000,,,0,0
1.0,main_dual,all,alpha_B,350000,,,0,0
1.0,main_dual,all,alpha_B,375000,,,0,0
1.0,main_dual,all,alpha_B,400000,,,0,0
1.0,main_dual,all,alpha_B,425000,,,0,0
1.0,main_dual,all,alpha_B,450000,,,0,0
1.0,main_dual,all,alpha_B,475000,,,0,0
1.0,main_dual,all,alpha_B,500000,,,0,0
1.0,main_dual,all,alpha_B,525000,,,0,0
1.0,main_dual,all,alpha_B,550000,,,0,0
1.0,main_dual,all,alpha_B,575000,,,0,0
1.0,main_dual,all,alpha_B,600000,,,0,0
1.0,main_dual,all,alpha_B,625000,,,0,0
1.0,main_dual,all,alpha_B,650000,,,0,0
1.0,main_dual,all,alpha_B,675000,,,0,0
1.0,main_dual,all,alpha_B,700000,,,0,0
1.0,main_dual,all,alpha_B,725000,,,0,0
1.0,main_dual,all,alpha_B,750000,,,0,0
1.0,main_dual,all,alpha_B,775000,,,0,0
1.0,main_dual,all,alpha_B,800000,,,0,0
1.0,main_dual,all,alpha_B,825000,,,0,0
1.0,main_dual,all,alpha_B,850000,,,0,0
1.0,main_dual,all,alpha_B,875000,,,0,0
1.0,main_dual,all,alpha_B,900000,,,0,0
1.0,main_dual,all,alpha_B,925000,,,0,0
1.0,main_dual,all,alpha_B,950000,,,0,0
1.0,main_dual,all,alpha_B,975000,,,0,0
1.0,main_dual,all,alpha_B,1000000,,,0,0
1.0,main_dual,locomotion,alpha_E,0,,,0,0
1.0,main_dual,locomotion,alpha_E,25000,,,0,0
1.0,main_dual,locomotion,alpha_E,50000,,,0,0
1.0,main_dual,locomotion,alpha_E,75000,,,0,0
1.0,main_dual,locomotion,alpha_E,100000,,,0,0
1.0,main_dual,locomotion,alpha_E,125000,,,0,0
1.0,main_dual,locomotion,alpha_E,150000,,,0,0
1.0,main_dual,locomotion,alpha_E,175000,,,0,0
1.0,main_dual,locomotion,alpha_E,200000,,,0,0
1.0,main_dual,locomotion,alpha_E,225000,,,0,0
1.0,main_dual,locomotion,alpha_E,250000,,,0,0
1.0,main_dual,locomotion,alpha_E,275000,,,0,0
1.0,main_dual,locomotion,alpha_E,300000,,,0,0
1.0,main_dual,locomotion,alpha_E,325000,,,0,0
1.0,main_dual,locomotion,alpha_E,350000,,,0,0
1.0,main_dual,locomotion,alpha_E,375000,,,0,0
1.0,main_dual,locomotion,alpha_E,400000,,,0,0
1.0,main_dual,locomotion,alpha_E,425000,,,0,0
1.0,main_dual,locomotion,alpha_E,450000,,,0,0
1.0,main_dual,locomotion,alpha_E,475000,,,0,0
1.0,main_dual,locomotion,alpha_E,500000,,,0,0
1.0,main_dual,locomotion,alpha_E,525000,,,0,0
1.0,main_dual,locomotion,alpha_E,550000,,,0,0
1.0,main_dual,locomotion,alpha_E,575000,,,0,0
1.0,main_dual,locomotion,alpha_E,600000,,,0,0
1.0,main_dual,locomotion,alpha_E,625000,,,0,0
1.0,main_dual,locomotion,alpha_E,650000,,,0,0
1.0,main_dual,locomotion,alpha_E,675000,,,0,0
1.0,main_dual,locomotion,alpha_E,700000,,,0,0
1.0,main_dual,locomotion,alpha_E,725000,,,0,0
1.0,main_dual,locomotion,alpha_E,750000,,,0,0
1.0,main_dual,locomotion,alpha_E,775000,,,0,0
1.0,main_dual,locomotion,alpha_E,800000,,,0,0
1.0,main_dual,locomotion,alpha_E,825000,,,0,0
1.0,main_dual,locomotion,alpha_E,850000,,,0,0
1.0,main_dual,locomotion,alpha_E,875000,,,0,0
1.0,main_dual,locomotion,alpha_E,900000,,,0,0
1.0,main_dual,locomotion,alpha_E,925000,,,0,0
1.0,main_dual,locomotion,alpha_E,950000,,,0,0
1.0,main_dual,locomotion,alpha_E,975000,,,0,0
1.0,main_dual,locomotion,alpha_E,1000000,,,0,0
1.0,main_dual,locomotion,alpha_B,0,,,0,0
1.0,main_dual,locomotion,alpha_B,25000,,,0,0
1.0,main_dual,locomotion,alpha_B,50000,,,0,0
1.0,main_dual,locomotion,alpha_B,75000,,,0,0
1.0,main_dual,locomotion,alpha_B,100000,,,0,0
1.0,main_dual,locomotion,alpha_B,125000,,,0,0
1.0,main_dual,locomotion,alpha_B,150000,,,0,0
1.0,main_dual,locomotion,alpha_B,175000,,,0,0
1.0,main_dual,locomotion,alpha_B,200000,,,0,0
1.0,main_dual,locomotion,alpha_B,225000,,,0,0
1.0,main_dual,locomotion,alpha_B,250000,,,0,0
1.0,main_dual,locomotion,alpha_B,275000,,,0,0
1.0,main_dual,locomotion,alpha_B,300000,,,0,0
1.0,main_dual,locomotion,alpha_B,325000,,,0,0
1.0,main_dual,locomotion,alpha_B,350000,,,0,0
1.0,main_dual,locomotion,alpha_B,375000,,,0,0
1.0,main_dual,locomotion,alpha_B,400000,,,0,0
1.0,main_dual,locomotion,alpha_B,425000,,,0,0
1.0,main_dual,locomotion,alpha_B,450000,,,0,0
1.0,main_dual,locomotion,alpha_B,475000,,,0,0
1.0,main_dual,locomotion,alpha_B,500000,,,0,0
1.0,main_dual,locomotion,alpha_B,525000,,,0,0
1.0,main_dual,locomotion,alpha_B,550000,,,0,0
1.0,main_dual,locomotion,alpha_B,575000,,,0,0
1.0,main_dual,locomotion,alpha_B,600000,,,0,0
1.0,main_dual,locomotion,alpha_B,625000,,,0,0
1.0,main_dual,locomotion,alpha_B,650000,,,0,0
1.0,main_dual,locomotion,alpha_B,675000,,,0,0
1.0,main_dual,locomotion,alpha_B,700000,,,0,0
1.0,main_dual,locomotion,alpha_B,725000,,,0,0
1.0,main_dual,locomotion,alpha_B,750000,,,0,0
1.0,main_dual,locomotion,alpha_B,775000,,,0,0
1.0,main_dual,locomotion,alpha_B,800000,,,0,0
1.0,main_dual,locomotion,alpha_B,825000,,,0,0
1.0,main_dual,locomotion,alpha_B,850000,,,0,0
1.0,main_dual,locomotion,alpha_B,875000,,,0,0
1.0,main_dual,locomotion,alpha_B,900000,,,0,0
1.0,main_dual,locomotion,alpha_B,925000,,,0,0
1.0,main_dual,locomotion,alpha_B,950000,,,0,0
1.0,main_dual,locomotion,alpha_B,975000,,,0,0
1.0,main_dual,locomotion,alpha_B,1000000,,,0,0
1.0,main_dual,antmaze,alpha_E,0,,,0,0
1.0,main_dual,antmaze,alpha_E,25000,,,0,0
1.0,main_dual,antmaze,alpha_E,50000,,,0,0
1.0,main_dual,antmaze,alpha_E,75000,,,0,0
1.0,main_dual,antmaze,alpha_E,100000,,,0,0
1.0,main_dual,antmaze,alpha_E,125000,,,0,0
1.0,main_dual,antmaze,alpha_E,150000,,,0,0
1.0,main_dual,antmaze,alpha_E,175000,,,0,0
1.0,main_dual,antmaze,alpha_E,200000,,,0,0
1.0,main_dual,antmaze,alpha_E,225000,,,0,0
1.0,main_dual,antmaze,alpha_E,250000,,,0,0
1.0,main_dual,antmaze,alpha_E,275000,,,0,0
1.0,main_dual,antmaze,alpha_E,300000,,,0,0
1.0,main_dual,antmaze,alpha_E,325000,,,0,0
1.0,main_dual,antmaze,alpha_E,350000,,,0,0
1.0,main_dual,antmaze,alpha_E,375000,,,0,0
1.0,main_dual,antmaze,alpha_E,400000,,,0,0
1.0,main_dual,antmaze,alpha_E,425000,,,0,0
1.0,main_dual,antmaze,alpha_E,450000,,,0,0
1.0,main_dual,antmaze,alpha_E,475000,,,0,0
1.0,main_dual,antmaze,alpha_E,500000,,,0,0
1.0,main_dual,antmaze,alpha_E,525000,,,0,0
1.0,main_dual,antmaze,alpha_E,550000,,,0,0
1.0,main_dual,antmaze,alpha_E,575000,,,0,0
1.0,main_dual,antmaze,alpha_E,600000,,,0,0
1.0,main_dual,antmaze,alpha_E,625000,,,0,0
1.0,main_dual,antmaze,alpha_E,650000,,,0,0
1.0,main_dual,antmaze,alpha_E,675000,,,0,0
1.0,main_dual,antmaze,alpha_E,700000,,,0,0
1.0,main_dual,antmaze,alpha_E,725000,,,0,0
1.0,main_dual,antmaze,alpha_E,750000,,,0,0
1.0,main_dual,antmaze,alpha_E,775000,,,0,0
1.0,main_dual,antmaze,alpha_E,800000,,,0,0
1.0,main_dual,antmaze,alpha_E,825000,,,0,0
1.0,main_dual,antmaze,alpha_E,850000,,,0,0
1.0,main_dual,antmaze,alpha_E,875000,,,0,0
1.0,main_dual,antmaze,alpha_E,900000,,,0,0
1.0,main_dual,antmaze,alpha_E,925000,,,0,0
1.0,main_dual,antmaze,alpha_E,950000,,,0,0
1.0,main_dual,antmaze,alpha_E,975000,,,0,0
1.0,main_dual,antmaze,alpha_E,1000000,,,0,0
1.0,main_dual,antmaze,alpha_B,0,,,0,0
1.0,main_dual,antmaze,alpha_B,25000,,,0,0
1.0,main_dual,antmaze,alpha_B,50000,,,0,0
1.0,main_dual,antmaze,alpha_B,75000,,,0,0
1.0,main_dual,antmaze,alpha_B,100000,,,0,0
1.0,main_dual,antmaze,alpha_B,125000,,,0,0
1.0,main_dual,antmaze,alpha_B,150000,,,0,0
1.0,main_dual,antmaze,alpha_B,175000,,,0,0
1.0,main_dual,antmaze,alpha_B,200000,,,0,0
1.0,main_dual,antmaze,alpha_B,225000,,,0,0
1.0,main_dual,antmaze,alpha_B,250000,,,0,0
1.0,main_dual,antmaze,alpha_B,275000,,,0,0
1.0,main_dual,antmaze,alpha_B,300000,,,0,0
1.0,main_dual,antmaze,alpha_B,325000,,,0,0
1.0,main_dual,antmaze,alpha_B,350000,,,0,0
1.0,main_dual,antmaze,alpha_B,375000,,,0,0
1.0,main_dual,antmaze,alpha_B,400000,,,0,0
1.0,main_dual,antmaze,alpha_B,425000,,,0,0
1.0,main_dual,antmaze,alpha_B,450000,,,0,0
1.0,main_dual,antmaze,alpha_B,475000,,,0,0
1.0,main_dual,antmaze,alpha_B,500000,,,0,0
1.0,main_dual,antmaze,alpha_B,525000,,,0,0
1.0,main_dual,antmaze,alpha_B,550000,,,0,0
1.0,main_dual,antmaze,alpha_B,575000,,,0,0
1.0,main_dual,antmaze,alpha_B,600000,,,0,0
1.0,main_dual,antmaze,alpha_B,625000,,,0,0
1.0,main_dual,antmaze,alpha_B,650000,,,0,0
1.0,main_dual,antmaze,alpha_B,675000,,,0,0
1.0,main_dual,antmaze,alpha_B,700000,,,0,0
1.0,main_dual,antmaze,alpha_B,725000,,,0,0
1.0,main_dual,antmaze,alpha_B,750000,,,0,0
1.0,main_dual,antmaze,alpha_B,775000,,,0,0
1.0,main_dual,antmaze,alpha_B,800000,,,0,0
1.0,main_dual,antmaze,alpha_B,825000,,,0,0
1.0,main_dual,antmaze,alpha_B,850000,,,0,0
1.0,main_dual,antmaze,alpha_B,875000,,,0,0
1.0,main_dual,antmaze,alpha_B,900000,,,0,0
1.0,main_dual,antmaze,alpha_B,925000,,,0,0
1.0,main_dual,antmaze,alpha_B,950000,,,0,0
1.0,main_dual,antmaze,alpha_B,975000,,,0,0
1.0,main_dual,antmaze,alpha_B,1000000,,,0,0
1.0,dual_le_fixed_b,all,alpha_E,0,5.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_E,25000,6.040594760576884,0.7120552394491283,15,60
1.0,dual_le_fixed_b,all,alpha_E,50000,6.881411735216776,1.3002438364799778,15,60
1.0,dual_le_fixed_b,all,alpha_E,75000,7.590237975120544,1.7699967933735834,15,60
1.0,dual_le_fixed_b,all,alpha_E,100000,8.26054056485494,2.1913933893859765,15,60
1.0,dual_le_fixed_b,all,alpha_E,125000,8.92875051498413,2.601985849136586,15,60
1.0,dual_le_fixed_b,all,alpha_E,150000,9.581268541018169,2.995953867791254,15,60
1.0,dual_le_fixed_b,all,alpha_E,175000,10.195522038141887,3.3617707181875116,15,60
1.0,dual_le_fixed_b,all,alpha_E,200000,10.7569748878479,3.6984260595442207,15,60
1.0,dual_le_fixed_b,all,alpha_E,225000,11.270056811968486,4.011039862907257,15,60
1.0,dual_le_fixed_b,all,alpha_E,250000,11.739643828074138,4.2982967575294495,15,60
1.0,dual_le_fixed_b,all,alpha_E,275000,12.162491742769877,4.560990873449149,15,60
1.0,dual_le_fixed_b,all,alpha_E,300000,12.540965978304545,4.794778303760843,15,60
1.0,dual_le_fixed_b,all,alpha_E,325000,12.880371610323587,5.008500697916818,15,60
1.0,dual_le_fixed_b,all,alpha_E,350000,13.186329325040182,5.201882491480816,15,60
1.0,dual_le_fixed_b,all,alpha_E,375000,13.4592453400294,5.373000267773387,15,60
1.0,dual_le_fixed_b,all,alpha_E,400000,13.704116519292196,5.527669594351071,15,60
1.0,dual_le_fixed_b,all,alpha_E,425000,13.92227795124054,5.664968700904884,15,60
1.0,dual_le_fixed_b,all,alpha_E,450000,14.116419879595439,5.78772450088086,15,60
1.0,dual_le_fixed_b,all,alpha_E,475000,14.28960485458374,5.897591169976569,15,60
1.0,dual_le_fixed_b,all,alpha_E,500000,14.444920245806376,5.995787458875537,15,60
1.0,dual_le_fixed_b,all,alpha_E,525000,14.583055178324381,6.083405777679438,15,60
1.0,dual_le_fixed_b,all,alpha_E,550000,14.706416010856628,6.1617008776539395,15,60
1.0,dual_le_fixed_b,all,alpha_E,575000,14.816354894638062,6.231606555335819,15,60
1.0,dual_le_fixed_b,all,alpha_E,600000,14.914741126696269,6.294401643989514,15,60
1.0,dual_le_fixed_b,all,alpha_E,625000,15.002334936459858,6.350471061993847,15,60
1.0,dual_le_fixed_b,all,alpha_E,650000,15.080627218882244,6.400388748282773,15,60
1.0,dual_le_fixed_b,all,alpha_E,675000,15.150267124176025,6.4447933620471805,15,60
1.0,dual_le_fixed_b,all,alpha_E,700000,15.212156089146932,6.484363162739674,15,60
1.0,dual_le_fixed_b,all,alpha_E,725000,15.267630513509115,6.519802079089622,15,60
1.0,dual_le_fixed_b,all,alpha_E,750000,15.316786861419677,6.551228716836726,15,60
1.0,dual_le_fixed_b,all,alpha_E,775000,15.36091533501943,6.579460773496016,15,60
1.0,dual_le_fixed_b,all,alpha_E,800000,15.40021002292633,6.604562552366963,15,60
1.0,dual_le_fixed_b,all,alpha_E,825000,15.435318915049235,6.627076990415439,15,60
1.0,dual_le_fixed_b,all,alpha_E,850000,15.466447265942891,6.647043705417866,15,60
1.0,dual_le_fixed_b,all,alpha_E,875000,15.494066794713339,6.664696356966233,15,60
1.0,dual_le_fixed_b,all,alpha_E,900000,15.518693860371908,6.680552126591349,15,60
1.0,dual_le_fixed_b,all,alpha_E,925000,15.54075657526652,6.694625177061134,15,60
1.0,dual_le_fixed_b,all,alpha_E,950000,15.560458858807882,6.7072545592981685,15,60
1.0,dual_le_fixed_b,all,alpha_E,975000,15.577938270568847,6.718404937197099,15,60
1.0,dual_le_fixed_b,all,alpha_E,1000000,15.593535002072652,6.728377351060199,15,60
1.0,dual_le_fixed_b,all,alpha_B,0,1.0,0.0,15,60
